product_id,bank_name_cn,bank_name_en,product_name_cn,product_name_en,product_type,target_customer,supports_sme,suitable_company_scale,eligible_project_tags,preferred_industries,mvp_min_esg_score,preferred_esg_ratings,mvp_min_recommended_amount_hkd,mvp_max_recommended_amount_hkd,mvp_max_tenor_years,requires_external_review,requires_use_of_proceeds_tracking,requires_kpi_or_target_tracking,official_features_summary,best_for,mvp_matching_note,source_institution,source_url
SCB_GREEN_SUSTAINABLE_PRODUCT_FRAMEWORK_LOAN,渣打銀行香港,Standard Chartered,綠色及可持續產品框架下貸款,Green and Sustainable Product Framework loans,green_or_sustainability_related_loan,企業及機構客户,FALSE,mid_market; corporate,renewable_energy; energy_efficiency; clean_transport; green_building; sustainable_water; pollution_prevention; circular_economy; carbon_reduction; green_project,all_industries,70,A+; A; B+,5000000,,,TRUE,TRUE,TRUE,渣打綠色及可持續產品框架覆蓋綠色/社會貸款、可持續發展掛鈎貸款、可持續貿易金融等產品，並設有交易及客户資格準則以降低漂綠風險。,融資金額較大、希望進行綠色項目融資或可持續表現掛鈎融資的企業。,由於demo企業當前融資金額較小，作為未來規模擴大後的備選。,Standard Chartered,https://www.sc.com/en/about/sustainability/bespoke-sustainable-finance-solutions/
UOB_GREEN_FINANCE_U_SERIES,大華銀行,UOB,U-Series綠色融資方案,U-Series green finance solutions,green_finance_framework_solution,企業客户,TRUE,SME; mid_market; corporate,green_building; clean_transport; fleet_electrification; energy_efficiency; renewable_energy; sustainable_packaging; green_project,all_industries; construction; transport; manufacturing,60,A+; A; B+; B,1000000,,,TRUE,TRUE,FALSE,U-Series以行業夥伴和銀行框架降低企業進入可持續融資的複雜度，覆蓋U-Build、U-Drive、U-Energy等方案。,電動車生態、建築節能、綠色能源和供應鏈項目。,適合電動車替換和節能/能源類項目，但需向香港團隊確認本地產品適用口徑。,UOB,https://www.uobgroup.com/sustainable-solutions/green-finance/u-series.page
UOB_CIRCULAR_FINANCE,大華銀行,UOB,循環經濟綠色融資,Circular Finance for Green Circular Economy,circular_economy_finance,循環經濟相關企業,TRUE,SME; mid_market; corporate,circular_economy; waste_reduction; waste_recycling; resource_conservation; sustainable_packaging; pollution_prevention,recycling; manufacturing; packaging; materials,60,A+; A; B+; B,1000000,,,TRUE,TRUE,FALSE,循環經濟融資支持renew、reuse、reduce相關企業和業務，包括材料回收、資源效率和循環經濟價值鏈。,再生材料、循環包裝、廢棄物減量和資源效率項目。,適合再生紙產品線升級項目，但需確認香港分行具體可辦理產品和文件要求。,UOB,https://www.uobgroup.com/sustainable-solutions/green-finance/circular-economy.page
CCB_ASIA_GREEN_SUSTAINABLE_LOANS,建設銀行亞洲,China Construction Bank (Asia),綠色及可持續貸款,Green and Sustainable Loans,green_or_sustainability_related_loan,企業客户,TRUE,SME; mid_market; corporate,green_project; green_industry; energy_efficiency; renewable_energy; carbon_reduction; sustainability_performance; transition,all_industries; green_industries,60,A+; A; B+; B,1000000,,,TRUE,TRUE,TRUE,建設銀行亞洲提供綠色及可持續貸款和可持續發展掛鈎貸款，支持企業綠色轉型和綠色行業發展，並協助取得第三方認證。,需要銀行綠色金融團隊支持和第三方認證協助的企業。,適合作為中資銀行綠色貸款備選，特別是融資金額達到100萬港元以上項目。,CCB Asia,https://www.asia.ccb.com/hongkong/enterprise/corporate_finance/green_finance.html
ICBC_ASIA_ESG_LOANS,工商銀行亞洲,ICBC (Asia),ESG貸款,"Environmental, Social and Governance Loans",green_social_or_sustainability_linked_loan,有ESG融資需求的企業客户,TRUE,SME; mid_market; corporate,green_project; sustainability_performance; energy_efficiency; renewable_energy; clean_transport; carbon_reduction; transition,all_industries,60,A+; A; B+; B,1500000,,,TRUE,TRUE,TRUE,ESG貸款包括綠色貸款、社會貸款、可持續發展掛鈎貸款等；銀行會評估借款人財務及相關材料，並要求外部評審機構評估和出具認證或意見。,需要定製化ESG融資結構並能提供外部評審材料的企業。,當前demo企業項目金額較小，若融資金額合併或未來擴大，可作為備選。,ICBC Asia,https://www.icbcasia.com/hk/en/commercial/commercial-lending/structured-finance/default.html
HSBC_HK_GREEN_LOANS,滙豐銀行香港,HSBC Hong Kong,綠色貸款,Green Loans,use_of_proceeds_green_loan,商業銀行企業客户,TRUE,SME; mid_market; corporate,renewable_energy; energy_efficiency; clean_transport; green_building; pollution_prevention; sustainable_water; carbon_reduction,all_industries,60,A+; A; B+; B,800000,,,TRUE,TRUE,FALSE,HSBC香港商業銀行可持續發展頁面列示Green Loans，用於支持符合綠色用途的融資或再融資安排；公開資料未披露固定利率、額度或統一審批門檻。,用途清晰、可證明環境收益的節能、可再生能源、綠色建築或清潔交通項目。,作為滙豐一般綠色貸款選項匹配；需要企業準備綠色用途證明、項目合同、環境收益測算及銀行要求的評審材料，實際條件需向銀行確認。,HSBC,https://www.business.hsbc.com.hk/en-gb/campaigns/sustainability-for-business
HSBC_HK_SOCIAL_LOANS,滙豐銀行香港,HSBC Hong Kong,社會貸款,Social Loans,social_loan,商業銀行企業客户,TRUE,SME; mid_market; corporate,social_project; community_development; affordable_basic_infrastructure; social_performance; sme_support,all_industries; social_enterprise; public_service,60,A+; A; B+; B,800000,,,TRUE,TRUE,FALSE,HSBC香港商業銀行可持續發展頁面列示Social Loans，用於支持具有社會效益的融資安排；公開資料未披露固定額度、期限或利率。,項目目標偏社會影響、普惠服務、社區服務或中小企支持，而非單純環境項目的企業。,只有在企業上傳資料中存在社會效益項目時推薦；綠色項目不足以自動構成社會貸款適配，正式分類需銀行確認。,HSBC,https://www.business.hsbc.com.hk/en-gb/campaigns/sustainability-for-business
HSBC_HK_SUSTAINABILITY_LINKED_LOANS,滙豐銀行香港,HSBC Hong Kong,可持續發展掛鈎貸款,Sustainability-Linked Loans,sustainability_linked_loan,商業銀行企業客户,TRUE,SME; mid_market; corporate,sustainability_performance; carbon_reduction; energy_efficiency; waste_reduction; social_performance; governance,all_industries,70,A+; A; B+,1000000,,,TRUE,FALSE,TRUE,HSBC香港商業銀行可持續發展頁面列示Sustainability-Linked Loans，融資安排與企業可持續發展表現或目標相關；公開資料未披露統一KPI門檻。,已經有年度減碳、能源效率、廢棄物或社會治理KPI，並可持續跟蹤表現的企業。,不同於HKGOC路徑的特定SIL條目，本條用於一般SLL初篩；需準備KPI、SPT、基準年和複核安排。,HSBC,https://www.business.hsbc.com.hk/en-gb/campaigns/sustainability-for-business
HSBC_HK_GREEN_TRADE_FINANCE,滙豐銀行香港,HSBC Hong Kong,綠色貿易融資,Green Trade Finance,sustainable_trade_finance,有綠色採購、綠色供應鏈或出口訂單的企業客户,TRUE,SME; mid_market; corporate,sustainable_trade; green_supply_chain; green_product; renewable_energy; energy_efficiency; clean_transport; waste_reduction,trading; manufacturing; logistics; all_industries,60,A+; A; B+; B,500000,,1,TRUE,TRUE,FALSE,HSBC香港商業銀行頁面列示Green Trade Finance，適用於綠色或可持續貿易場景；公開資料未給出固定利率或額度。,綠色產品採購、綠色設備進口、可持續包裝訂單、低碳供應鏈應收或貿易流動資金。,貿易融資通常期限較短，若企業項目是多年固定資產投資，應只作為補充流動資金選項。,HSBC,https://www.business.hsbc.com.hk/en-gb/campaigns/sustainability-for-business
HSBC_HK_SUSTAINABLE_TAXI_FINANCE,滙豐銀行香港,HSBC Hong Kong,可持續出租車融資,Sustainable Taxi Finance,clean_transport_vehicle_finance,出租車車主、車隊及相關交通營運客户,TRUE,SME; mid_market,clean_transport; electric_vehicle; low_emission_vehicle; carbon_reduction,transportation; logistics,55,A+; A; B+; B; C+,300000,,,FALSE,TRUE,FALSE,HSBC香港商業銀行頁面列示Sustainable Taxi Finance，定位於支持更可持續的出租車融資；公開資料未披露統一授信細節。,電動或低排放車輛替換、車隊減碳項目以及有車輛購置證明的交通營運客户。,僅在項目標籤包含清潔交通、電動車或低排放車輛時推薦；車輛型號、牌照、按揭或抵押安排需銀行確認。,HSBC,https://www.business.hsbc.com.hk/en-gb/campaigns/sustainability-for-business
HANGSENG_SOCIAL_LOAN,恒生銀行,Hang Seng Bank,社會貸款,Social Loans,social_loan,商業銀行企業客户,TRUE,SME; mid_market; corporate,social_project; community_development; access_to_essential_services; sme_support; employment,all_industries; social_enterprise; public_service,60,A+; A; B+; B,800000,,,TRUE,TRUE,FALSE,恒生銀行商業綠色融資頁面列示Social Loans，與Green Loans和Sustainability Linked Loans並列；公開頁面未披露固定利率或額度。,社會效益項目、社區服務、就業支持或普惠服務相關融資。,僅在企業資料顯示明確社會效益用途時匹配；綠色環保項目應優先匹配綠色貸款或SLL。,Hang Seng Bank,https://www.hangseng.com/business/scale-your-business/lending-green-financing/
HANGSENG_SME_GREEN_EQUIPMENT_FINANCING,恒生銀行,Hang Seng Bank,中小企綠色設備融資平台,SME Green Equipment Financing Platform,green_equipment_finance,中小企客户,TRUE,SME,green_equipment; energy_efficiency; renewable_energy; solar; electric_vehicle; carbon_reduction,all_industries; manufacturing; property; transportation,55,A+; A; B+; B; C+,300000,,,FALSE,TRUE,FALSE,恒生頁面列示SME Green Equipment Financing Platform，幫助中小企識別綠色設備供應商並開展融資申請；公開資料未披露統一利率或額度。,中小企採購節能設備、太陽能系統、電動車或其他綠色設備，且已有供應商報價的項目。,可在設備購置類項目中優先匹配；需企業補充供應商報價、設備規格、預計節能/減排測算和銀行要求文件。,Hang Seng Bank,https://www.hangseng.com/business/scale-your-business/lending-green-financing/
BOCHK_GREEN_LOAN,中國銀行香港,Bank of China (Hong Kong),綠色貸款,Green Loans,use_of_proceeds_green_loan,各行業企業客户,TRUE,SME; mid_market; corporate,renewable_energy; energy_efficiency; pollution_prevention; waste_reduction; waste_recycling; clean_transport; green_technology; sustainable_water; green_building; carbon_reduction,all_industries,60,A+; A; B+; B,1000000,,,TRUE,TRUE,FALSE,中銀香港頁面列示綠色和可持續相關貸款，支持合資格綠色、社會和轉型項目；本條拆分為專款專用綠色貸款場景。,有明確綠色資金用途、項目合同和環境收益測算的綠色項目融資。,與原綜合條目並存，用於更精細匹配綠色項目；實際貸款結構、認證和額度需由中銀香港確認。,BOCHK,https://www.bochk.com/en/corporate/ESG/greenloan.html
BOCHK_SUSTAINABILITY_LINKED_LOAN,中國銀行香港,Bank of China (Hong Kong),可持續發展掛鈎貸款,Sustainability-linked Loans,sustainability_linked_loan,各行業企業客户,TRUE,SME; mid_market; corporate,sustainability_performance; carbon_reduction; energy_efficiency; waste_reduction; governance; social_performance,all_industries,70,A+; A; B+,1000000,,,TRUE,FALSE,TRUE,中銀香港頁面説明貸款可包括可持續發展掛鈎貸款，並要求符合綠色貸款原則或可持續發展掛鈎貸款原則等；公開資料未披露固定利率。,已有可量化ESG指標、年度目標和內部跟蹤機制的企業。,用於將BOCHK綜合產品拆分為KPI/SPT路徑；企業需準備KPI、SPT、基準年、複核安排和銀行要求的外部意見。,BOCHK,https://www.bochk.com/en/corporate/ESG/greenloan.html
DBS_HK_SUSTAINABLE_SUPPLY_CHAIN_FINANCE,星展銀行香港,DBS Hong Kong,可持續供應鏈融資,Sustainable Supply Chain Finance,sustainable_trade_finance,企業供應鏈、貿易及採購客户,TRUE,SME; mid_market; corporate,sustainable_trade; green_supply_chain; green_product; waste_reduction; carbon_reduction; responsible_sourcing,trading; manufacturing; logistics; all_industries,60,A+; A; B+; B,500000,,1,FALSE,TRUE,FALSE,DBS香港中小企可持續發展融資計劃頁面列出可持續供應鏈融資相關場景，並支持中小企綠色轉型；公開資料未披露固定授信條件。,綠色採購、供應鏈減碳、可持續包裝或綠色產品訂單相關的貿易融資。,以短期營運資金或貿易項下融資為主；項目為長期固定資產投資時不應作為首選。,DBS Hong Kong,https://www.dbs.com.hk/sme/sustainable-finance-programme
BEA_SOCIAL_LOAN,東亞銀行,The Bank of East Asia,社會貸款,Social Loan,social_loan,企業銀行客户,TRUE,SME; mid_market; corporate,social_project; community_development; access_to_essential_services; sme_support; employment,all_industries; social_enterprise; public_service,60,A+; A; B+; B,800000,,,TRUE,TRUE,FALSE,東亞銀行綠色及可持續產品頁面列示Social Loan，與Green Loan和Sustainability-linked Loan並列；公開資料未披露統一利率或額度。,有社會效益資金用途、可描述受益羣體和成果指標的企業融資。,只有社會項目資料充分時推薦；普通綠色項目仍應優先匹配BEA Green Loan。,BEA,https://www.hkbea.com/html/en/bea-corporate-banking-green-and-sustainable-products.html
SCB_GREEN_TRADE_FACILITY,渣打銀行香港,Standard Chartered Hong Kong,綠色貿易融資額度,Green Trade Facility,sustainable_trade_finance,企業及機構貿易融資客户,FALSE,mid_market; corporate,sustainable_trade; green_supply_chain; green_product; energy_efficiency; renewable_energy; clean_transport,trading; manufacturing; logistics; all_industries,65,A+; A; B+,1500000,,1,TRUE,TRUE,FALSE,渣打可持續貿易融資頁面列示Green Trade Facility，可支持與綠色或可持續貿易相關的融資；公開資料未披露香港固定利率或額度。,中大型企業的綠色採購、綠色產品貿易、可持續供應鏈訂單及貿易流動資金。,該產品主要按渣打全球交易銀行可持續貿易融資框架整理；香港本地准入、貿易單據和評審要求需銀行確認。,Standard Chartered,https://www.sc.com/en/corporate-investment-banking/transaction-banking/sustainable-trade-financing
UOB_U_SOLAR,大華銀行,UOB,U-Solar太陽能融資,U-Solar,solar_finance,太陽能項目業主、供應商及企業客户,TRUE,SME; mid_market; corporate,solar; renewable_energy; carbon_reduction; green_equipment,property; manufacturing; energy; all_industries,55,A+; A; B+; B; C+,300000,,,TRUE,TRUE,FALSE,UOB U-Series頁面列示U-Solar，用於太陽能相關綠色融資；公開資料未披露香港統一授信條件。,光伏系統安裝、太陽能設備採購及相關節能減碳項目。,按UOB集團綠色融資方案整理；香港本地可辦理性、供應商名單和抵押安排需確認。,UOB,https://www.uobgroup.com/sustainable-solutions/green-finance/u-series.page
UOB_U_ENERGY,大華銀行,UOB,U-Energy能源效率融資,U-Energy,energy_efficiency_finance,節能改造及綠色設備企業客户,TRUE,SME; mid_market; corporate,energy_efficiency; green_equipment; carbon_reduction; building_efficiency,property; manufacturing; hospitality; all_industries,55,A+; A; B+; B; C+,300000,,,TRUE,TRUE,FALSE,UOB U-Series頁面列示U-Energy，用於能源效率相關融資；公開資料未披露香港統一利率或額度。,LED、空調、能源管理系統、生產設備節能改造及樓宇能效提升。,適合與企業上傳的節能設備報價和節省電費測算結合；香港本地辦理口徑需確認。,UOB,https://www.uobgroup.com/sustainable-solutions/green-finance/u-series.page
UOB_U_DRIVE,大華銀行,UOB,U-Drive電動車融資,U-Drive,clean_transport_vehicle_finance,企業車隊、物流及交通客户,TRUE,SME; mid_market; corporate,electric_vehicle; clean_transport; low_emission_vehicle; carbon_reduction,transportation; logistics; all_industries,55,A+; A; B+; B; C+,300000,,,TRUE,TRUE,FALSE,UOB U-Series頁面列示U-Drive，用於電動車或低排放交通工具相關融資；公開資料未披露香港統一授信條件。,企業車隊電動化、低排放車輛購置及充電配套項目。,需企業提供車輛報價、用途和預計減排；香港本地車型、牌照和抵押安排需銀行確認。,UOB,https://www.uobgroup.com/sustainable-solutions/green-finance/u-series.page
UOB_U_BUILD,大華銀行,UOB,U-Build綠色建築融資,U-Build,green_building_finance,房地產、物業、建築及企業業主客户,TRUE,SME; mid_market; corporate,green_building; building_efficiency; energy_efficiency; carbon_reduction; green_certification,property; construction; hospitality; all_industries,60,A+; A; B+; B,800000,,,TRUE,TRUE,FALSE,UOB U-Series頁面列示U-Build，用於綠色建築或樓宇可持續改造相關融資；公開資料未披露香港統一額度。,樓宇能效提升、綠色建築認證、節能改造及可持續物業項目。,適合有綠色建築認證、改造合同或能源審計的項目；香港本地辦理口徑需確認。,UOB,https://www.uobgroup.com/sustainable-solutions/green-finance/u-series.page
UOB_SUSTAINABILITY_LINKED_FINANCE,大華銀行,UOB,可持續發展掛鈎融資,Sustainability-Linked Finance,sustainability_linked_loan,企業客户,TRUE,SME; mid_market; corporate,sustainability_performance; carbon_reduction; energy_efficiency; governance; social_performance,all_industries,70,A+; A; B+,1000000,,,TRUE,FALSE,TRUE,UOB Sustainability-Linked Finance頁面説明融資與借款人的可持續表現目標掛鈎；公開資料未披露固定利率或額度。,已有量化SPT/KPI、可定期披露可持續表現並希望融資條件與目標掛鈎的企業。,按UOB集團可持續發展掛鈎融資方案整理；香港本地辦理口徑和SPT複核要求需確認。,UOB,https://www.uobgroup.com/sustainable-solutions/sustainability-linked.page
UOB_SUSTAINABLE_TRADE_FINANCE,大華銀行,UOB,可持續貿易融資,Sustainable Trade Finance,sustainable_trade_finance,貿易及供應鏈企業客户,TRUE,SME; mid_market; corporate,sustainable_trade; green_supply_chain; responsible_sourcing; green_product; carbon_reduction,trading; manufacturing; logistics; all_industries,60,A+; A; B+; B,500000,,1,TRUE,TRUE,FALSE,UOB可持續解決方案頁面列示Sustainable Trade Finance，支持可持續貿易和供應鏈相關融資；公開資料未披露香港統一審批條件。,綠色產品訂單、可持續採購、綠色供應鏈應收賬款或短期貿易資金需求。,僅作貿易/供應鏈融資備選；長期項目融資應優先匹配綠色貸款或設備融資。,UOB,https://www.uobgroup.com/sustainable-solutions/index.page
UOB_TRANSITION_FINANCE,大華銀行,UOB,轉型融資,Transition Finance,transition_finance,需進行低碳轉型的企業客户,TRUE,SME; mid_market; corporate,transition; carbon_reduction; energy_efficiency; clean_transport; sustainable_manufacturing,manufacturing; transportation; property; all_industries,65,A+; A; B+,1000000,,,TRUE,TRUE,TRUE,UOB可持續解決方案頁面列示Transition Finance，用於支持企業低碳轉型；公開資料未披露香港統一利率或額度。,企業已有轉型路徑、減碳目標或高碳環節改善計劃的融資。,項目需説明基準排放、轉型路線和避免漂綠的依據；香港本地分類和評審要求需確認。,UOB,https://www.uobgroup.com/sustainable-solutions/index.page
CCB_ASIA_SUSTAINABILITY_LINKED_LOAN,建設銀行亞洲,China Construction Bank (Asia),可持續發展掛鈎貸款,Sustainability-linked Loans,sustainability_linked_loan,企業客户,TRUE,SME; mid_market; corporate,sustainability_performance; carbon_reduction; energy_efficiency; transition; governance,all_industries; green_industries,70,A+; A; B+,1000000,,,TRUE,FALSE,TRUE,建設銀行亞洲綠色金融頁面列示綠色及可持續貸款和可持續發展掛鈎貸款，並説明可協助第三方認證；公開資料未披露統一利率。,已有KPI/SPT或轉型目標，並希望用中資銀行綠色金融服務的企業。,從原CCB Asia綜合條目拆分出SLL路徑；需準備目標、基準和複核材料。,CCB Asia,https://www.asia.ccb.com/hongkong/enterprise/corporate_finance/green_finance.html
ICBC_ASIA_GREEN_LOAN,工商銀行亞洲,ICBC (Asia),綠色貸款,Green Loans,use_of_proceeds_green_loan,有綠色融資需求的企業客户,TRUE,SME; mid_market; corporate,green_project; renewable_energy; energy_efficiency; clean_transport; green_building; carbon_reduction; transition,all_industries,60,A+; A; B+; B,1000000,,,TRUE,TRUE,FALSE,工銀亞洲ESG貸款頁面説明ESG貸款包括綠色貸款、社會貸款及可持續發展掛鈎貸款等，並要求外部評審機構評估或出具意見。,綠色用途清晰、可提供外部評審或銀行認可證明的綠色項目。,從ICBC Asia ESG Loans綜合條目拆分綠色貸款路徑；實際申請條件、評審機構和額度需銀行確認。,ICBC Asia,https://www.icbcasia.com/hk/en/commercial/commercial-lending/structured-finance/default.html
